RecordKey	SurveyKey	SampleKey	StartDate	EndDate	DateType	Date	TaxonVersionKey	TaxonName	GridReference	East	North	Projection	Precision	SiteKey	SiteName	Recorder	Determiner	ZeroAbundance	UnderValidation	ImagePath	Determiner name	Abundance	Record comment	Life stage	Sex
24509564623784399			22/06/2014	22/06/2014	D	22/06/2014	NBNSYS0000005617	Calopteryx splendens	W633718	163350	71850	OSI	100		Leefields	Aideen Kane		False	False		Aideen Kane	12			
24509564623784400			08/08/2012	08/08/2012	D	08/08/2012	NBNSYS0000005617	Calopteryx splendens	W634712	163450	71250	OSI	100		Banded demoiselle	J.F.K. Wallace		False	False		J.F.K. Wallace	1		Adult	
24509564623784401			07/08/2015	07/08/2015	D	07/08/2015	NBNSYS0000005599	Pyrrhosoma nymphula	W637716	163750	71650	OSI	100		Lee road	Leon van der Noll		False	False		Leon van der Noll			Adult	
24509564623784402			07/08/2015	07/08/2015	D	07/08/2015	NHMSYS0000344179	Ischnura elegans	W637716	163750	71650	OSI	100		Lee road	Leon van der Noll		False	False		Leon van der Noll			Adult	
24509564623784403			07/08/2015	07/08/2015	D	07/08/2015	NBNSYS0000005606	Coenagrion puella	W637716	163750	71650	OSI	100		Lee road	Leon van der Noll		False	False		Leon van der Noll			Adult	
24509564623784404			05/09/2012	05/09/2012	D	05/09/2012	NBNSYS0000005617	Calopteryx splendens	W637716	163750	71650	OSI	100		Lee river fields	Leon van der Noll		False	False		Leon van der Noll	10			
24509564623784405			15/05/2013	15/05/2013	D	15/05/2013	NBNSYS0000005599	Pyrrhosoma nymphula	W639716	163950	71650	OSI	100		Cork city	Leon van der Noll		False	False		Leon van der Noll	10			
24509564623784406			15/07/2015	15/07/2015	D	15/07/2015	NBNSYS0000005630	Anax imperator	W640716	164050	71650	OSI	100		Lee road	Leon van der Noll		False	False		Leon van der Noll				
24509564623784407			15/07/2015	15/07/2015	D	15/07/2015	NHMSYS0000344179	Ischnura elegans	W640716	164050	71650	OSI	100		Lee road	Leon van der Noll		False	False		Leon van der Noll				
24509564623784408			15/07/2015	15/07/2015	D	15/07/2015	NBNSYS0000005606	Coenagrion puella	W640716	164050	71650	OSI	100		Lee road	Leon van der Noll		False	False		Leon van der Noll				
24509564623784409			15/07/2015	15/07/2015	D	15/07/2015	NBNSYS0000005617	Calopteryx splendens	W640716	164050	71650	OSI	100		Lee road	Leon van der Noll		False	False		Leon van der Noll				
24509564623784410			13/09/2012	13/09/2012	D	13/09/2012	NBNSYS0000005645	Sympetrum striolatum	W641760	164150	76050	OSI	100		Monard	Tim Butter		False	False		Tim Butter	1		Adult	Female
24509564623784411			02/07/2012	02/07/2012	D	02/07/2012	NBNSYS0000005616	Calopteryx virgo	W641760	164150	76050	OSI	100		Monard	Tim Butter		False	False		Tim Butter	1	In garden	Adult	Male
24509564623784412			05/06/2014	05/06/2014	D	05/06/2014	NHMSYS0000344179	Ischnura elegans	W646715	164650	71550	OSI	100		Cork City ERI building	Ken Bond		False	False		Ken Bond	1		Adult	
24509564623784413			10/08/2015	10/08/2015	D	10/08/2015	NHMSYS0000344179	Ischnura elegans	W647714	164750	71450	OSI	100		Lee Fields	Leon van der Noll		False	False		Leon van der Noll			Adult	
24509564623784414			10/08/2015	10/08/2015	D	10/08/2015	NBNSYS0000005617	Calopteryx splendens	W647714	164750	71450	OSI	100		Lee Fields	Leon van der Noll		False	False		Leon van der Noll			Adult	
24509564623784415			07/08/2015	07/08/2015	D	07/08/2015	NHMSYS0000344179	Ischnura elegans	W647714	164750	71450	OSI	100		Lee Fields	Leon van der Noll		False	False		Leon van der Noll			Adult	
24509564623784416			07/08/2015	07/08/2015	D	07/08/2015	NBNSYS0000005617	Calopteryx splendens	W647714	164750	71450	OSI	100		Lee Fields	Leon van der Noll		False	False		Leon van der Noll			Adult	
24509564623784417			15/07/2015	15/07/2015	D	15/07/2015	NHMSYS0000344179	Ischnura elegans	W649715	164950	71550	OSI	100		River walk	Leon van der Noll		False	False		Leon van der Noll				
24509564623784418			15/07/2015	15/07/2015	D	15/07/2015	NHMSYS0000344179	Ischnura elegans	W658717	165850	71750	OSI	100		Fitzgeralds park	Leon van der Noll		False	False		Leon van der Noll				
24509564623784419			09/06/2013	09/06/2013	D	09/06/2013	NBNSYS0000005601	Ischnura pumilio	W692643	169250	64350	OSI	100		Ballygarvan	John Diggin		False	False		John Diggin	3	Disused quarry. 2 adult male and 1 aurantiaca female I. pumilio. Primarily a botanical visit so dozens of Common Blue/Azure/Variable "types" left unidentified. Previous experience of I. pumilio from Ballyhemiken Quarry in Cork. I think Brian Nelson can vo		
24509564623784420			09/06/2013	09/06/2013	D	09/06/2013	NBNSYS0000005599	Pyrrhosoma nymphula	W692643	169250	64350	OSI	100		Ballygarvan	John Diggin		False	False		John Diggin	10	Disused quarry. 2 adult male and 1 aurantiaca female I. pumilio. Primarily a botanical visit so dozens of Common Blue/Azure/Variable "types" left unidentified. Previous experience of I. pumilio from Ballyhemiken Quarry in Cork. I think Brian Nelson can vo		
24509564623784421			09/06/2013	09/06/2013	D	09/06/2013	NBNSYS0000005645	Sympetrum striolatum	W692643	169250	64350	OSI	100		Ballygarvan	John Diggin		False	False		John Diggin	1	Disused quarry. 2 adult male and 1 aurantiaca female I. pumilio. Primarily a botanical visit so dozens of Common Blue/Azure/Variable "types" left unidentified. Previous experience of I. pumilio from Ballyhemiken Quarry in Cork. I think Brian Nelson can vo		
24509564623784422			25/07/2015	25/07/2015	D	25/07/2015	NBNSYS0000005645	Sympetrum striolatum	W693716	169350	71650	OSI	100		Monahan road	Leon van der Noll		False	False		Leon van der Noll			Adult	
24509564623784423			05/07/2015	05/07/2015	D	05/07/2015	NBNSYS0000005645	Sympetrum striolatum	W702680	170250	68050	OSI	100		Quarry site near Douglas	Leon van der Noll		False	False		Leon van der Noll				
24509564623784424			26/05/2015	26/05/2015	D	26/05/2015	NBNSYS0000005606	Coenagrion puella	W707719	170750	71950	OSI	100		Atlantic pond area	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784425			21/05/2015	21/05/2015	D	21/05/2015	NBNSYS0000005606	Coenagrion puella	W707719	170750	71950	OSI	100		Atlantic pond area	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784426			17/08/2013	17/08/2013	D	17/08/2013	NBNSYS0000005645	Sympetrum striolatum	W707719	170750	71950	OSI	100		Atlantic pond path	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784427			04/09/2012	04/09/2012	D	04/09/2012	NBNSYS0000005645	Sympetrum striolatum	W707719	170750	71950	OSI	100		Atlantic pond to Blackrock path	Leon van der Noll		False	False		Leon van der Noll	25	near swampy field		
24509564623784428			21/05/2015	21/05/2015	D	21/05/2015	NBNSYS0000005606	Coenagrion puella	W710718	171050	71850	OSI	100		Atlantic pond area	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784429			01/09/2012	01/09/2012	D	01/09/2012	NBNSYS0000005645	Sympetrum striolatum	W710719	171050	71950	OSI	100		Blackrock walk	Leon van der Noll		False	False		Leon van der Noll		Also a hawker seen		
24509564623784430			12/06/2014	12/06/2014	D	12/06/2014	NBNSYS0000005606	Coenagrion puella	W713517	171350	51750	OSI	100		Ballysherkin lower	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784431			12/06/2014	12/06/2014	D	12/06/2014	NHMSYS0000344179	Ischnura elegans	W713517	171350	51750	OSI	100		Ballysherkin lower	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784432			12/06/2014	12/06/2014	D	12/06/2014	NBNSYS0000005599	Pyrrhosoma nymphula	W713517	171350	51750	OSI	100		Ballysherkin lower	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784433			12/06/2014	12/06/2014	D	12/06/2014	NBNSYS0000005639	Libellula quadrimaculata	W713517	171350	51750	OSI	100		Ballysherkin lower	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784434			12/07/2015	12/07/2015	D	12/07/2015	NBNSYS0000005645	Sympetrum striolatum	W732685	173250	68550	OSI	100		Rochestown wood	Leon van der Noll		False	False		Leon van der Noll				
24509564623784435			15/07/2013	15/07/2013	D	15/07/2013	NBNSYS0000005613	Lestes sponsa	W736640	173650	64050	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784436			15/07/2013	15/07/2013	D	15/07/2013	NBNSYS0000005630	Anax imperator	W736640	173650	64050	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784437			15/07/2013	15/07/2013	D	15/07/2013	NBNSYS0000005639	Libellula quadrimaculata	W736640	173650	64050	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784438			15/07/2013	15/07/2013	D	15/07/2013	NBNSYS0000005606	Coenagrion puella	W736640	173650	64050	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784439			15/07/2013	15/07/2013	D	15/07/2013	NBNSYS0000005602	Enallagma cyathigerum	W736640	173650	64050	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784440			15/07/2013	15/07/2013	D	15/07/2013	NBNSYS0000005645	Sympetrum striolatum	W736640	173650	64050	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784441			05/06/2014	05/06/2014	D	05/06/2014	NBNSYS0000005602	Enallagma cyathigerum	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784442			05/06/2014	05/06/2014	D	05/06/2014	NBNSYS0000005606	Coenagrion puella	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784443			05/06/2014	05/06/2014	D	05/06/2014	NHMSYS0000344179	Ischnura elegans	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784444			05/06/2014	05/06/2014	D	05/06/2014	NBNSYS0000005639	Libellula quadrimaculata	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784445			05/06/2014	05/06/2014	D	05/06/2014	NBNSYS0000005630	Anax imperator	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784446			05/06/2014	05/06/2014	D	05/06/2014	NBNSYS0000005606	Coenagrion puella	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784447			05/06/2014	05/06/2014	D	05/06/2014	NHMSYS0000344179	Ischnura elegans	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784448			05/06/2014	05/06/2014	D	05/06/2014	NBNSYS0000005639	Libellula quadrimaculata	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784449			05/06/2014	05/06/2014	D	05/06/2014	NBNSYS0000005630	Anax imperator	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784450			14/10/2013	14/10/2013	D	14/10/2013	NBNSYS0000005631	Hemianax ephippiger	W739639	173950	63950	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		leon van der Noll	1		Adult	
24509564623784451			14/10/2013	14/10/2013	D	14/10/2013	NBNSYS0000005645	Sympetrum striolatum	W739639	173950	63950	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		leon van der Noll	10 to 50		Adult	
24509564623784452			14/10/2013	14/10/2013	D	14/10/2013	NBNSYS0000005627	Aeshna mixta	W739639	173950	63950	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		leon van der Noll	<10		Adult	
24509564623784453			26/08/2013	26/08/2013	D	26/08/2013	NBNSYS0000005613	Lestes sponsa	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784454			26/08/2013	26/08/2013	D	26/08/2013	NBNSYS0000005645	Sympetrum striolatum	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784455			26/08/2013	26/08/2013	D	26/08/2013	NHMSYS0000344179	Ischnura elegans	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784456			26/08/2013	26/08/2013	D	26/08/2013	NBNSYS0000005624	Aeshna juncea	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784457			26/08/2013	26/08/2013	D	26/08/2013	NBNSYS0000005630	Anax imperator	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784458			26/08/2013	26/08/2013	D	26/08/2013	NBNSYS0000005651	Sympetrum danae	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784459			18/08/2013	18/08/2013	D	18/08/2013	NBNSYS0000005645	Sympetrum striolatum	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	>50		Adult	
24509564623784460			18/08/2013	18/08/2013	D	18/08/2013	NHMSYS0000344179	Ischnura elegans	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784461			18/08/2013	18/08/2013	D	18/08/2013	NBNSYS0000005613	Lestes sponsa	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784462			18/08/2013	18/08/2013	D	18/08/2013	NBNSYS0000005650	Sympetrum sanguineum	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784463			18/08/2013	18/08/2013	D	18/08/2013	NBNSYS0000005601	Ischnura pumilio	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784464			18/08/2013	18/08/2013	D	18/08/2013	NBNSYS0000005639	Libellula quadrimaculata	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784465			18/08/2013	18/08/2013	D	18/08/2013	NBNSYS0000005651	Sympetrum danae	W739639	173950	63950	OSI	100		Ballymehiken quarry	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784466			26/06/2013	26/06/2013	D	26/06/2013	NBNSYS0000005639	Libellula quadrimaculata	W739639	173950	63950	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		Leon van der Noll	10			
24509564623784467			26/06/2013	26/06/2013	D	26/06/2013	NBNSYS0000005645	Sympetrum striolatum	W739639	173950	63950	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		Leon van der Noll	1			
24509564623784468			26/06/2013	26/06/2013	D	26/06/2013	NBNSYS0000005602	Enallagma cyathigerum	W739639	173950	63950	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		Leon van der Noll	10			
24509564623784469			26/06/2013	26/06/2013	D	26/06/2013	NHMSYS0000344179	Ischnura elegans	W739639	173950	63950	OSI	100		Ballyhemiken quarry	Leon van der Noll		False	False		Leon van der Noll	10			
24509564623784470			18/09/2012	18/09/2012	D	18/09/2012	NBNSYS0000005651	Sympetrum danae	W7464	174500	64500	OSI	1000		Ballyhemiken quarry	John O'Sullivan		False	False		John O'Sullivan	<10		Adult	
24509564623784471			24/05/2015	24/05/2015	D	24/05/2015	NHMSYS0000344179	Ischnura elegans	W752573	175250	57350	OSI	100		Minane bridge	Leon van der Noll		False	False		Leon van der Noll				
24509564623784472			24/05/2015	24/05/2015	D	24/05/2015	NBNSYS0000005599	Pyrrhosoma nymphula	W752573	175250	57350	OSI	100		Minane bridge	Leon van der Noll		False	False		Leon van der Noll				
24509564623784473			09/08/2012	09/08/2012	D	09/08/2012	NBNSYS0000005645	Sympetrum striolatum	W753572	175350	57250	OSI	100		Gortigrenane	Rodney Daunt		False	False		Rodney Daunt	10 to 50		Adult	
24509564623784474			21/08/2013	21/08/2013	D	21/08/2013	NBNSYS0000005645	Sympetrum striolatum	W756574	175650	57450	OSI	100		Minane forested area	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784475			28/05/2010	28/05/2010	D	28/05/2010	NBNSYS0000005606	Coenagrion puella	W758572	175850	57250	OSI	100		Gortigrenane	Rodney Daunt		False	False		Rodney Daunt	1		Adult	
24509564623784476			27/07/2012	27/07/2012	D	27/07/2012	NBNSYS0000005599	Pyrrhosoma nymphula	W761571	176150	57150	OSI	100		Gortigrenane	Rodney Daunt		False	False		Rodney Daunt	<10		Adult	
24509564623784477			16/07/2014	16/07/2014	D	16/07/2014	NBNSYS0000005630	Anax imperator	W768704	176850	70450	OSI	100		Little island	Leon van der Noll		False	False		Leon van der Noll	<10			
24509564623784478			25/08/2013	25/08/2013	D	25/08/2013	NBNSYS0000005645	Sympetrum striolatum	W768704	176850	70450	OSI	100		Little island	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784479			25/08/2013	25/08/2013	D	25/08/2013	NBNSYS0000005613	Lestes sponsa	W768704	176850	70450	OSI	100		Little island	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784480			25/08/2013	25/08/2013	D	25/08/2013	NBNSYS0000005624	Aeshna juncea	W768704	176850	70450	OSI	100		Little island	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784481			11/08/2013	11/08/2013	D	11/08/2013	NBNSYS0000005630	Anax imperator	W768704	176850	70450	OSI	100		Little island	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784482			11/08/2013	11/08/2013	D	11/08/2013	NBNSYS0000005645	Sympetrum striolatum	W768704	176850	70450	OSI	100		Little island	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784483			29/05/2015	29/05/2015	D	29/05/2015	NBNSYS0000005599	Pyrrhosoma nymphula	W773571	177350	57150	OSI	100		Fountainstown	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784484			25/09/2013	25/09/2013	D	25/09/2013	NBNSYS0000005631	Hemianax ephippiger	W783547	178350	54750	OSI	100		Roberts Cove	Sean Bourke		False	False		Sean Bourke	1	Caught in moth trap with migrant moths.photos available		
24509564623784485			08/10/2013	08/10/2013	D	08/10/2013	NBNSYS0000005627	Aeshna mixta	W791547	179150	54750	OSI	100		Roberts Cove	Sean Bourke		False	False		sean bourke	1	one flying along edge of cliff		
24509564623784486			30/08/2014	30/08/2014	D	30/08/2014	NBNSYS0000005645	Sympetrum striolatum	W791710	179150	71050	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784487			30/08/2014	30/08/2014	D	30/08/2014	NBNSYS0000005627	Aeshna mixta	W791710	179150	71050	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784488			29/05/2013	29/05/2013	D	29/05/2013	NBNSYS0000005599	Pyrrhosoma nymphula	W791710	179150	71050	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	50			
24509564623784489			29/05/2013	29/05/2013	D	29/05/2013	NHMSYS0000344179	Ischnura elegans	W791710	179150	71050	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	3			
24509564623784490			29/05/2013	29/05/2013	D	29/05/2013	NBNSYS0000005606	Coenagrion puella	W791710	179150	71050	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	50			
24509564623784491			08/07/2015	08/07/2015	D	08/07/2015	NBNSYS0000005639	Libellula quadrimaculata	W791711	179150	71150	OSI	100		Fota island	Leon van der Noll		False	False		Leon van der Noll				
24509564623784492			08/07/2015	08/07/2015	D	08/07/2015	NBNSYS0000005606	Coenagrion puella	W791711	179150	71150	OSI	100		Fota island	Leon van der Noll		False	False		Leon van der Noll				
24509564623784493			08/07/2015	08/07/2015	D	08/07/2015	NBNSYS0000005599	Pyrrhosoma nymphula	W791711	179150	71150	OSI	100		Fota island	Leon van der Noll		False	False		Leon van der Noll				
24509564623784494			08/07/2015	08/07/2015	D	08/07/2015	NHMSYS0000344179	Ischnura elegans	W791711	179150	71150	OSI	100		Fota island	Leon van der Noll		False	False		Leon van der Noll				
24509564623784495			27/04/2013	27/04/2013	D	27/04/2013	NBNSYS0000005599	Pyrrhosoma nymphula	W792712	179250	71250	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784496			24/04/2014	24/04/2014	D	24/04/2014	NBNSYS0000005599	Pyrrhosoma nymphula	W799699	179950	69950	OSI	100		Great island	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784497			05/06/2013	05/06/2013	D	05/06/2013	NBNSYS0000005599	Pyrrhosoma nymphula	W801721	180150	72150	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	100			
24509564623784498			05/06/2013	05/06/2013	D	05/06/2013	NBNSYS0000005639	Libellula quadrimaculata	W801721	180150	72150	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	25			
24509564623784499			05/06/2013	05/06/2013	D	05/06/2013	NHMSYS0000344179	Ischnura elegans	W801721	180150	72150	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	10			
24509564623784500			05/06/2013	05/06/2013	D	05/06/2013	NBNSYS0000005606	Coenagrion puella	W801721	180150	72150	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	200			
24509564623784501			26/09/2012	26/09/2012	D	26/09/2012	NBNSYS0000005645	Sympetrum striolatum	W801721	180150	72150	OSI	100		Fota gardens	Leon van der Noll		False	False		Leon van der Noll	60			
24509564623784502			23/10/2013	23/10/2013	D	23/10/2013	NBNSYS0000005627	Aeshna mixta	W814677	181450	67750	OSI	100		Cuskinny marsh	Leon van der Noll		False	False		leon van der Noll	<10		Adult	
24509564623784503			23/10/2013	23/10/2013	D	23/10/2013	NBNSYS0000005645	Sympetrum striolatum	W814677	181450	67750	OSI	100		Cuskinny marsh	Leon van der Noll		False	False		leon van der Noll	1		Adult	
24509564623784504			27/08/2013	27/08/2013	D	27/08/2013	NBNSYS0000005645	Sympetrum striolatum	W814677	181450	67750	OSI	100		Cuskinny marsh	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784505			29/10/2012	29/10/2012	D	29/10/2012	NBNSYS0000005645	Sympetrum striolatum	W814731	181450	73150	OSI	100		Castlelake	Brian Power		False	False		brian power	1		Adult	Male
24509564623784506			03/09/2012	03/09/2012	D	03/09/2012	NBNSYS0000005606	Coenagrion puella	W814732	181450	73250	OSI	100		Castlelake	Brian Power		False	False		brian power	<10		Adult	
24509564623784507			03/09/2012	03/09/2012	D	03/09/2012	NHMSYS0000344179	Ischnura elegans	W814732	181450	73250	OSI	100		Castlelake	Brian Power		False	False		brian power	<10		Adult	
24509564623784508			03/09/2012	03/09/2012	D	03/09/2012	NBNSYS0000005645	Sympetrum striolatum	W814732	181450	73250	OSI	100		Castlelake	Brian Power		False	False		brian power	10 to 50		Adult	
24509564623784509			03/09/2012	03/09/2012	D	03/09/2012	NBNSYS0000005630	Anax imperator	W814732	181450	73250	OSI	100		Castlelake	Brian Power		False	False		brian power	1		Adult	Male
24509564623784510			12/08/2012	12/08/2012	D	12/08/2012	NBNSYS0000005602	Enallagma cyathigerum	W815732	181550	73250	OSI	100		Castlelake	Brian Power		False	False		Brian Power	<10		Adult	
24509564623784511			12/08/2012	12/08/2012	D	12/08/2012	NBNSYS0000005630	Anax imperator	W815732	181550	73250	OSI	100		Castlelake	Brian Power		False	False		Brian Power	<10	1 male 1 female	Adult	
24509564623784512			09/08/2012	09/08/2012	D	09/08/2012	NBNSYS0000005606	Coenagrion puella	W815733	181550	73350	OSI	100		Castlelake	Brian Power		False	False		Brian Power	<10		Adult	
24509564623784513			09/08/2012	09/08/2012	D	09/08/2012	NBNSYS0000005630	Anax imperator	W815733	181550	73350	OSI	100		Castlelake	Brian Power		False	False		Brian Power	1		Adult	
24509564623784514			27/10/2013	27/10/2013	D	27/10/2013	NBNSYS0000005627	Aeshna mixta	W816675	181650	67550	OSI	100		Cuskinny marsh	Dave McGrath		False	False		Dave McGrath	1	among the bramble		
24509564623784515			27/08/2013	27/08/2013	D	27/08/2013	NBNSYS0000005645	Sympetrum striolatum	W816717	181650	71750	OSI	100		Quarry near Fota island	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784516			27/08/2013	27/08/2013	D	27/08/2013	NBNSYS0000005624	Aeshna juncea	W816717	181650	71750	OSI	100		Quarry near Fota island	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784517			07/07/2013	07/07/2013	D	07/07/2013	NHMSYS0000344179	Ischnura elegans	W816717	181650	71750	OSI	100		Quarry near Fota island	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784518			07/07/2013	07/07/2013	D	07/07/2013	NBNSYS0000005606	Coenagrion puella	W816717	181650	71750	OSI	100		Quarry near Fota island	Leon van der Noll		False	False		Leon van der Noll	10 to 50		Adult	
24509564623784519			07/07/2013	07/07/2013	D	07/07/2013	NBNSYS0000005639	Libellula quadrimaculata	W816717	181650	71750	OSI	100		Quarry near Fota island	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784520			07/07/2013	07/07/2013	D	07/07/2013	NBNSYS0000005630	Anax imperator	W816717	181650	71750	OSI	100		Quarry near Fota island	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784521			08/09/2014	08/09/2014	D	08/09/2014	NBNSYS0000005627	Aeshna mixta	W879720	187950	72050	OSI	100		Ballynacorra wood	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784522			08/09/2014	08/09/2014	D	08/09/2014	NBNSYS0000005645	Sympetrum striolatum	W879720	187950	72050	OSI	100		Ballynacorra wood	Leon van der Noll		False	False		Leon van der Noll	1		Adult	
24509564623784523			30/06/2014	30/06/2014	D	30/06/2014	NBNSYS0000005630	Anax imperator	W940734	194050	73450	OSI	100		Lough Aderra	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784524			30/06/2014	30/06/2014	D	30/06/2014	NBNSYS0000005639	Libellula quadrimaculata	W940734	194050	73450	OSI	100		Lough Aderra	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784525			30/06/2014	30/06/2014	D	30/06/2014	NBNSYS0000005641	Orthetrum cancellatum	W940734	194050	73450	OSI	100		Lough Aderra	Leon van der Noll		False	False		Leon van der Noll	<10		Adult	
24509564623784526			28/06/2015	28/06/2015	D	28/06/2015	NBNSYS0000005616	Calopteryx virgo	W959666	195950	66650	OSI	100		Shanagarry	Norma Gleeson		False	False		Norma Gleeson		Found on a roadside resting mainly on ferns		
24509564623784527			24/05/2015	24/05/2015	D	24/05/2015	NBNSYS0000005599	Pyrrhosoma nymphula	X051937	205150	93750	OSI	100		Ballinvella	Eugene Kelly		False	False		Eugene Kelly	1		Adult	
24509564623784528			17/07/2012	17/07/2012	D	17/07/2012	NBNSYS0000005617	Calopteryx splendens	X234948	223450	94850	OSI	100		Colligan River	Caitriona Fenton		False	False		Caitriona Fenton	1		Adult	Female
